Word,num_occurrences
brown,42576
brush,5486
brushing,978
bubbles,2774
bubbling,405
bucket,2424
buds,8534
build,22218
building,30231
buildings,11108
builds,3101
buildup,1971
built,22754
buisson,41
bulb,5362
bulbs,5557
bulldozer,157
bulletproof,226
bumped,243
bundle,2361
bundles,2883
bunsen,289
buoyancy,1434
buoyant,710
burial,2636
buried,7158
burn,7204
burned,5055
burner,653
burning,9324
burns,4876
bury,1963
burying,794
bus,3975
buses,954
bush,9754
businesses,5444
busy,4403
butter,6020
butterflies,7237
butterfly,7503
button,4678
buy,22357
buying,5391
buzzing,455
c,194392
cabin,2008
cacti,1888
cactus,3648
cajon,64
cake,3090
calcium,19163
calculate,4759
calculated,7859
calculation,2463
calculator,1074
california,33705
call,36965
called,148269
calories,9095
cambium,1380
came,39654
camera,7396
camouflage,3639
camp,8576
camper,624
campfire,310
camping,1501
campsites,179
campus,3558
canada,25013
cancel,1636
cancer,33211
cancerous,792
candle,1476
candles,1008
candy,2613
cans,1968
cantaloupe,1492
canyon,3934
cap,6174
capable,18540
capacity,19755
capillaries,2870
caps,2057
captivity,8444
capture,10856
captures,1644
capturing,1979
car,21069
carbohydrate,3908
carbohydrates,6997
carbon,40555
carbonate,4870
carbonnitrogen,51
carburetor,158
cardboard,1993
cardinals,1307
carefully,10486
cargo,2223
caribbean,5871
carnivores,6634
carp,1829
carpet,2408
carpeted,137
carpool,79
carpooling,59
carried,20447
carriers,3594
carries,7585
carrots,2326
carry,22826
carrying,11081
cars,8314
cart,1714
carton,504
cast,10284
cat,25257
catcher,630
catches,2298
categorize,516
categorized,1381
caterpillar,4488
caterpillars,5344
cats,26188
cattle,16246
cause,75422
caused,42459
causes,41432
causing,19171
cavities,4429
ceiling,2345
cell,120106
cellcycle,119
cells,151386
cellular,12584
celsius,2375
cementation,120
center,41138
centers,7513
centimeter,1197
centimeters,3130
central,46762
centuries,8491
century,42387
cereals,2259
certain,65643
ch,6899
chain,20570
chains,7709
challenge,11022
challenged,2446
chameleon,1872
chameleons,1580
chance,20900
chances,6211
change,92820
changed,20667
changes,70027
changing,16397
channels,6853
chant,414
characteristic,16864
characteristics,31578
characterize,2139
characterizes,739
charcoal,1979
charge,17789
charged,8626
charles,16678
charlie,2755
chart,7922
charts,3217
cheaper,2242
check,23421
checked,3607
checking,2625
cheek,2603
cheese,7088
chemical,46804
chemically,2967
chemicals,14026
chemist,2717
cherry,3269
chewing,3298
chicken,11876
chickens,6267
child,40904
children,68350
chill,1158
chips,2911
chloride,5250
chlorine,2984
chlorofluorocarbons,171
chlorophyll,7123
chloroplast,2585
chloroplasts,4297
chocolate,5737
cholesterol,6128
choose,18068
chromatids,2210
chromium,1855
chromosomes,20391
chronic,11374
chute,287
cigarettes,1338
cilia,4255
circle,9715
circuit,9140
circuits,3306
circular,6868
circulation,7493
circulatory,3564
circumference,1624
circumstance,1407
circumstances,9983
cities,14425
citrus,3398
city,56850
cl,3185
claim,13383
claims,11149
class,44441
classes,13168
classification,16231
classifications,1831
classified,12170
classify,2862
classmate,403
classroom,4260
clastic,215
claws,7417
clay,8861
clean,19278
cleaned,2665
cleaner,1993
cleaning,6797
clear,32339
cleared,2955
clearing,2614
clearly,16723
cliff,2789
cliffs,2443
climate,34724
climates,6463
climb,5484
climbed,1201
clippings,448
clock,5334
clockwise,838
close,46552
closed,14635
closely,21788
closeness,491
closer,10599
closest,5313
cloth,5388
cloud,8640
clouds,7872
cloudy,1490
clues,2343
clump,990
clustered,1192
clusters,6258
cm,33199
co,27676
coaccretion,2
coagulation,737
coal,9755
coalburning,53
coalpowered,11
coast,24629
coastal,16049
coastline,1697
coastlines,661
coat,13522
coated,2283
coating,3271
code,16669
coded,1024
codons,790
coffee,8943
coil,2759
coils,1255
coin,2789
coins,2373
cold,37076
coldblooded,1025
colder,3370
coldest,877
collapsed,1990
collapses,876
collars,836
collect,8967
collected,16535
collecting,5842
collects,1748
college,23209
collide,907
collides,206
collision,2392
colony,13297
color,52020
colored,7874
colorful,3010
coloring,3066
colorless,1708
colors,14599
column,9280
columns,2751
comb,3240
combination,17790
combinations,5194
combine,5724
combined,14838
combining,3321
combustion,3227
come,70048
comes,40624
comet,2420
comets,2045
comfortable,6675
commensalism,608
commercial,20441
commercials,702
commission,9382
common,114318
communicate,5871
communicating,1675
communication,13357
communities,19228
community,39436
compaction,800
companies,18116
company,39764
compare,10484
compared,30816
compares,1451
comparing,4904
comparison,14205
compass,2244
compete,6528
competition,23170
competitors,3433
complementary,2427
complete,39088
completed,10973
completely,27194
completing,2506
complex,39135
component,12971
components,17858
composed,17149
composition,16263
compositions,2114
compost,3663
composting,740
compound,12963
compounds,21050
compress,670
compressed,2968
compressional,70
computer,15793
computers,4205
concentrate,3153
concentrated,6313
concentration,19043
concentrations,13139
concern,12614
concerned,11672
concerning,7211
concerns,8777
conclude,3592
concluded,6782
conclusion,8516
conclusions,4913
concrete,6503
condensation,2463
condense,767
condensed,1833
condensing,359
condition,30498
conditioner,859
conditioning,3552
conditions,74925
conduct,10641
conducted,12944
conducting,4161
conduction,2688
conductor,3322
conducts,1474
confident,2955
conflict,9437
conformity,710
confused,6329
conjugate,477
connected,13766
connective,3228
consequence,6188
consequences,10317
conservation,31588
conserve,3086
conserved,2923
conserves,290
conserving,1063
consider,25045
considerable,11942
considerably,5774
considered,48443
considering,7563
consist,8916
consistent,10520
consists,20862
constant,19125
constantly,9308
constellation,1721
constellations,1008
construct,4317
constructed,6952
constructing,1360
construction,16766
consume,10844
consumed,8438
consumer,10163
consumers,11331
consumes,1720
contact,34400
contain,35344
contained,11669
container,8835
containers,5106
containing,25043
contains,36766
contaminate,654
contaminated,5274
contaminates,150
content,28358
contents,8462
contest,3524
continent,5747
continental,7278
continents,3756
continually,3765
continue,26827
continued,19867
continues,13074
continuing,5613
continuous,10807
continuously,4477
contracted,1969
contracts,3236
contribute,10742
contributed,6169
control,83217
controlling,6612
controls,9636
convection,2011
convergent,1859
converging,438
convert,6647
converted,7719
converting,2281
converts,2313
cooking,8480
cool,16427
cooled,2149
cooler,4832
cooling,5929
cools,1568
coolseason,246
cooperative,4093
cooperativeness,27
copper,12377
coral,16155
corals,6258
cord,7703
cords,1542
core,14300
coriolis,535
cork,2522
corn,14930
cornfields,90
cornu,208
corporation,4740
correct,16474
correctly,5025
cost,25737
costs,14883
cotton,7961
could,152102
count,10539
counter,4397
countries,30518
couple,16290
course,45639
cover,31665
covered,24366
covering,10662
covers,8824
cow,6388
cows,8606
coyote,2869
coyotes,4073
crack,3905
cracking,1224
cracks,3223
crater,2229
craters,1227
crawls,473
cream,9306
create,33477
created,32120
creates,8927
creating,14577
creative,5987
creatures,16405
credit,13421
crew,7491
cricket,3486
crickets,3787
criminal,8424
critical,19507
crop,16601
crops,15609
cross,17598
crossbred,389
crossed,4355
crosspollination,458
crumpled,244
crushed,3065
crushes,270
crushing,1699
crust,4845
crustal,404
crystal,6792
crystallike,26
crystallization,599
crystals,6512
cu,2413
cube,1708
cubes,1127
cubic,4053
culture,28515
cup,14853
cups,4112
curly,1091
current,47760
currents,6644
curved,4790
custom,5993
customer,7408
customers,9103
cut,32727
cuts,5227
cutting,10233
cycle,56738
cycles,12202
cylinder,4239
cytoplasm,7769
cytosine,515
daily,27778
dairy,7047
dam,5155
damage,37364
damages,3101
damp,4003
dams,2835
dangerous,14159
dangers,2713
dark,37921
data,71796
date,27522
david,19166
day,124712
daylight,2974
days,89380
daytime,2696
dc,10108
dcell,21
ddt,1585
dead,36932
dealing,6550
death,87396
deaths,17674
debris,6538
decades,10569
decay,7432
decaying,2886
decays,945
december,23580
decibels,198
decide,8392
decided,13169
decides,3296
deciduous,5035
decimating,81
decline,13241
declines,3588
decompose,1419
decomposed,941
decomposer,1084
decomposers,3296
decomposing,1112
decomposition,4061
decorative,1704
decrease,14543
decreased,9603
decreases,7104
decreasing,4210
deep,33648
deeper,7816
deeperrooted,4
deeprooted,148
deer,22727
defense,12712
defined,18682
definite,6028
definition,17098
deflect,335
defoliation,700
deforestation,3609
deforested,255
degradation,4939
degrees,17394
delays,1338
delete,946
deliberately,2284
delivers,1671
delta,4418
deltas,524
demand,12046
demonstrate,7033
demonstrated,10316
demonstrates,3125
demonstration,2974
den,6268
dennis,2364
dense,12491
denser,1268
densities,4892
density,21013
department,32642
depend,11143
dependent,12023
depends,16968
deplete,497
depleted,1954
depleting,309
depletion,2427
deposited,5249
depositing,625
deposition,4210
deposits,7467
depressions,1210
depth,13797
depths,4872
derek,1075
desalination,242
descendants,4483
descended,3099
describe,19692
described,39301
describes,10596
describing,5061
description,16033
descriptions,4458
desert,20457
desertlike,92
design,28213
designed,21573
designing,1778
designs,5774
desirable,4731
desktop,961
destroy,8799
destroyed,10699
destruction,9657
destructive,4017
detail,9970
detailed,10758
details,16381
detect,8718
detector,1663
detects,866
determination,6380
determine,26755
determined,20895
determines,4943
determining,7611
deters,167
detroit,2332
develop,40644
developed,43739
developing,19232
development,87568
develops,9678
device,13167
devil,3528
devils,2170
dew,1876
dftd,24
diagram,9245
diagrams,2523
dialysis,1094
diameter,14624
diamonds,2172
diaphragm,1926
die,30070
died,33011
diesel,1921
diet,65879
diets,13320
difference,29602
differences,30440
different,167441
differentiate,2989
differentiation,7534
differently,4736
differentsized,70
differs,4462
difficult,34565
difficulty,8820
dig,6464
digested,2749
digesting,1132
digestion,8440
digestive,14023
digests,517
digging,4218
dilute,1897
dim,2270
dimensional,1392
diminishes,755
dimples,100
dinosaur,8167
dinosaurs,13250
dioxide,17321
dip,2163
direct,27645
directing,1337
direction,24682
directions,7681
directly,30320
dirt,5169
dirty,3561
disadvantage,1901
disappear,3978
disappearance,1865
disappeared,4254
disappearing,1181
disasters,2719
discard,1030
discontinue,486
discourage,1404
discovered,25197
discoveries,4030
discovering,2234
discovers,1917
discovery,14409
discuss,9937
discussed,10432
discussing,2769
discussion,12876
disease,70634
diseases,29920
dish,6214
disinfectant,767
disinfecting,232
disinfection,604
disks,1471
dispersal,8066
dispersing,838
displaced,2069
display,15417
displays,5755
disposable,1059
disposal,3138
dispose,1313
disposing,400
disproof,41
disprove,404
disproved,363
disregarded,290
disrupted,1269
disruption,2033
dissecting,475
dissipate,656
dissolve,2648
dissolved,7213
dissolves,1466
dissolving,1052
distance,26345
distances,8259
distant,6107
distilled,1822
distinctive,7681
distinguish,7362
distinguishes,1322
distracted,901
distribution,33598
disturb,1271
diverge,808
divergent,1858
diverging,527
diverse,11412
diversity,22496
divide,7684
divided,16806
dividing,3683
diving,3843
division,31288
dna,44983
doctor,16585
doctors,8670
documents,5985
dog,48408
dogma,708
dogs,45947
dogwood,1023
dolphins,6493
domains,3208
domestic,18287
dominance,5801
dominant,16631
dominic,327
donate,1261
donated,1517
done,42155
door,14503
doorbell,99
doppler,819
dormancy,2069
dormant,3842
dose,10757
double,16742
doubled,1824
dough,1448
downhill,923
downriver,77
downstream,2780
downward,4263
drains,1455
drank,1181
draw,10614
drawn,9026
drier,2076
drift,5151
drifted,575
drill,2346
drink,14399
drinking,10702
dripped,98
drive,15075
driven,7438
drivers,3913
driveway,468
driving,8100
drop,14395
droplets,2367
dropped,7181
drops,7228
drought,8423
drove,2321
drug,24453
drummer,1391
drums,2053
dry,41925
dryer,995
drying,4669
duck,6076
due,83021
dump,1537
dune,1717
dunes,2336
duplicating,151
dust,12410
dwarf,7149
dwarfism,469
dwellers,1575
dynamic,6510
dysentery,868
eagles,4814
ear,11711
earlier,23762
earlobe,78
earlobes,121
early,92208
ears,12891
earth,65124
earthmoonsun,9
earthquake,4846
earthquakes,2698
earthsunmoon,3
earthworms,3977
ease,5189
easier,12581
easily,32770
east,33852
eastern,27304
eastward,1025
easy,29120
eat,66836
eaten,14077
eating,30256
eats,7834
eclipse,3327
eclipses,1169
ecological,18222
ecologists,1474
economic,24556
ecosystem,21578
ecosystems,15362
edge,15881
edison,821
editor,7188
effect,59802
effective,29603
effects,69316
efficiency,10606
efficient,10535
efficiently,3319
efforts,15100
egg,40087
eggs,71406
eggshell,595
egyptians,1641
eight,19357
either,65530
el,10294
electric,18103
electrical,18188
electrically,1033
electricians,449
electricity,15815
electrodes,1463
electromagnetic,4044
electron,10988
electronics,2981
electrons,12657
element,18952
elements,30343
elephants,8185
elevation,5433
elevations,3326
elevator,1220
elevenyearold,53
eliminate,6086
eliminated,4694
eliminates,1186
eliminating,2554
elk,4636
else,20845
embryo,16023
embryonic,6144
embryos,8258
emerge,7583
emergencies,917
emission,3733
emissions,5777
emit,2664
emitted,2586
empty,7539
enable,6928
enabled,3178
enables,5132
encircles,185
encoder,28
encountering,655
encounters,3160
encourages,2389
end,84857
endangered,14029
endocrine,3256
endothermic,727
ends,15030
energy,137507
energyproducing,59
energysaving,102
engine,10363
engineer,5052
engineers,5208
engines,4821
england,24350
engulf,568
enhanced,5327
enormous,6220
enough,60538
ensure,15877
ensures,2259
enter,18027
entered,8087
entering,6776
enters,7216
entire,30822
entirely,14929
environment,68633
environmental,42862
environmentally,1655
environments,19984
enzyme,10062
enzymes,12724
epidemic,2220
epidermis,4191
epithelial,3090
equal,20426
equally,8226
equals,2523
equation,7951
equations,3862
equator,4234
equatorial,2371
equilibrium,5890
equinox,981
equipment,16414
eroded,1460
erodes,282
eroding,384
erosion,9108
error,8757
errors,4538
erupted,801
eruption,2369
eruptions,1656
escaping,1934
esophagus,2174
especially,61496
essential,23886
established,25219
establishing,3785
establishment,6744
estimate,10168
estimated,20455
estimating,1882
estuaries,2997
estuary,2053
ethan,715
ethane,154
ethanol,2658
ethanolgasoline,2
ethical,4347
euglena,1153
euglenas,42
eukarya,919
eukaryote,1330
eukaryotic,6622
europa,463
evaluate,4791
evaluating,2260
evaporate,1057
evaporated,776
evaporates,1094
evaporating,663
evaporation,4615
even,176515
evening,9040
evenly,2247
event,22988
events,28885
eventually,26178
ever,40229
evergreen,4086
every,88880
everyone,18276
everywhere,5726
evidence,52808
evolution,63654
evolved,20911
evolving,3031
exact,9786
exactly,15770
examination,8320
examine,7493
examined,8363
examining,3308
example,98253
examples,27663
excellent,15737
except,27876
excess,11096
exchange,15369
exclude,2269
excluded,2719
excrete,2241
excretory,3035
exercise,15625
exercising,1282
exert,1899
exerted,1611
exerts,1072
exfoliation,108
exist,20712
existed,5697
existing,13298
exists,10718
exothermic,312
expand,6026
expanded,6515
expands,2042
expect,12502
expected,21967
expel,991
expensive,8738
experience,44445
experienced,11442
experiences,10413
experiment,19719
experimental,15479
experimentation,1651
experimenting,880
experiments,20494
explain,22631
explaining,3575
explains,8858
explanation,11533
explanations,3541
exploded,1063
exploding,656
explore,7994
exposed,17283
exposure,19076
expressing,2697
expression,22569
extensive,13261
extensively,4049
external,20036
extinct,13653
extinction,13603
extinctions,1970
extinguished,417
extinguisher,143
extra,15327
extracted,4122
extrasolar,294
extreme,17786
extremely,24209
extrusive,193
eye,31883
eyeglass,89
eyeglasses,266
eyes,42272
eyesight,1559
eyespot,425
f,119854
fabry,80
faces,7329
facial,4243
facilitate,4410
facilitates,1409
fact,62039
factor,23703
factories,2025
factors,44836
facts,17497
fade,1379
fading,859
fair,9543
fairly,11854
fall,37631
fallen,5724
falling,8701
falls,12165
families,22136
family,97751
fan,6415
far,58472
farm,14016
farmer,3951
farmers,11893
farmland,1289
farms,7444
farther,4473
farthest,885
fast,21490
faster,12963
fastest,2870
fat,25763
father,28771
fatigue,3540
fats,6473
faucet,370
faucets,173
faulting,249
faults,1546
favored,3112
favorite,10497
fear,15776
feathers,14432
feature,15931
features,32148
fed,13967
feed,46640
feeding,39403
feeds,7200
feel,37501
feels,7312
feet,55076
felipe,238
fell,9536
felt,15368
female,87528
females,58324
fence,5264
fern,5034
fernandez,599
ferris,445
fertile,6461
fertilization,12706
fertilized,6181
fertilizer,5926
fertilizers,2479
fetus,4034
fever,8837
fewer,9670
fibers,8372
fibrous,3099
field,53998
fields,18268
fierce,1961
fifth,6942
figure,48244
filaments,4724
file,16851
filings,424
fill,10992
filled,12621
filling,4176
fills,2095
filter,7967
filtered,2297
filterpaper,21
filtration,2937
final,25054
finally,25824
financial,12748
find,92888
finding,15629
findings,10350
finds,10747
fine,22060
finger,5873
fingerprints,824
finish,6458
finished,8225
finishing,2124
fins,6468
fir,2321
fire,35599
fires,6012
fireworks,813
first,262427
firstaid,124
firstlevel,51
fish,96872
fisheries,6560
fishing,14485
fission,5164
fit,16652
five,49304
fixation,3090
fixed,13736
flagellum,1685
flame,3310
flammable,788
flares,745
flash,4883
flashlight,759
flat,15590
flats,2002
flattened,4287
flawed,942
flew,2489
flexibility,3156
flexible,6265
flickers,233
flies,12200
flight,18014
flipping,444
float,4037
floating,5821
floats,1248
flood,7438
flooded,2259
flooding,4350
floor,16110
floors,2703
florida,20244
flosses,7
flossing,60
flour,4258
flourish,1416
flow,31043
flower,26375
flowering,12193
flowers,43271
flowing,4993
flows,8461
fluctuate,715
fluctuations,3081
fluid,19124
fluids,5744
fluorescent,2249
fluorine,1169
fly,20447
flying,12540
foam,2461
focused,8195
focuses,4052
fog,2444
folded,2406
folding,1642
follow,24455
followed,23385
following,80675
follows,19169
food,199324
foods,31724
football,14914
footprint,1428
force,42278
forces,22954
forecast,3572
forecasting,1181
foreign,14890
forest,50593
forested,2091
forests,25697
fork,2923
form,132825
formation,29589
formations,2430
formed,37590
forming,14281
forms,55441
formula,10187
formulating,338
forth,8631
forward,17019
fossil,21758
fossilization,451
fossilized,1491
fossils,14257
found,199634
four,73960
fourchambered,293
fourmonth,68
fox,12780
fractured,624
fracturing,435
freckles,276
free,53145
freely,5248
freeze,3601
freezer,1415
freezes,1263
freezing,6485
frequencies,5247
frequency,16802
frequent,9569
fresh,25926
freshwater,14645
friction,5219
frictional,525
frictionless,136
friend,19026
friendly,6280
friends,24822
frog,8870
frogs,11278
front,32034
frosted,220
frozen,7388
fruit,43567
fruits,20498
frying,612
ft,18814
fuel,15554
fueled,807
fuelefficient,67
fueling,279
fuels,4724
full,48194
fully,21950
function,45586
functioning,5238
functions,23262
fungi,25649
fungus,12163
funnel,1557
fur,15000
furniture,4648
fuses,936
fusion,7134
future,36317
fwc,157
g,80650
gabbro,118
gain,15339
gained,6971
gains,3829
galaxies,3955
galaxy,5161
galilei,333
galileo,1510
gallbladder,967
gallons,2897
gamete,3181
gametes,9420
gametophyte,4868
garbage,2737
garcia,1113
garden,22013
gardens,8082
gas,35670
gaseous,2267
gases,10427
gasoline,2249
gasolinefueled,3
gasolinepowered,52
gather,5565
gathered,4175
gauge,2593
gauges,599
gave,22580
gcm,685
gemini,894
gene,44033
general,68209
generally,52418
generate,7987
generated,8482
generation,22872
generations,13291
generous,1872
genes,45442
genetic,57390
genetically,9585
genome,14032
genotype,4448
genotypes,3395
genus,31085
geode,36
geographic,8304
geographical,4828
geographically,1463
geologic,3248
geological,6903
geologist,1115
geologists,1702
geology,4887
georgia,6674
geothermal,1324
germination,6665
get,144420
gets,22898
getting,29892
giant,19717
giants,2911
gibbous,206
gill,4941
gills,7026
girl,14620
girls,12282
giselle,50
give,65383
given,72500
gives,26190
giving,21019
glacial,2814
glaciation,823
glacier,2384
glaciers,2280
glands,15777
glass,19079
glasses,2723
glassware,250
global,26271
globe,4873
glories,162
gloves,2994
glowed,116
glucose,10876
glue,2815
glycerol,924
gml,618
go,85057
goat,5332
goats,7361
goes,24978
goggles,590
going,54048
gold,18400
golden,13745
goldfish,4120
gone,12946
good,126848
got,36077
gradual,4217
gradually,10590
graduated,3085
grains,10645
gram,4463
grams,7131
granite,1651
granulated,293
granules,2285
grape,2582
graph,4648
graphs,1552
grass,22116
grasses,9917
grasshopper,2518
grassland,5238
grasslands,5256
grassy,1496
gravel,3711
gravitational,5384
gravity,11576
gray,15477
grazing,8120
great,112741
greater,40303
greatest,15469
greatly,13586
greece,4365
greeks,2287
green,55423
greener,375
greenhouse,6882
greta,165
grew,10834
grilling,224
grinding,2352
grocery,2179
ground,56745
groundwater,4405
group,105615
grouped,3365
groups,61914
grouse,1493
grow,60961
growing,43155
grown,19808
grows,16625
growth,110014
guanine,582
guess,6624
guide,18246
guinea,9951
gulf,9707
gull,1735
gum,3539
gymnasium,257
h,85291
habit,7656
habitat,54112
habitats,25009
habits,11904
hail,2040
hailstorm,198
hair,38918
hairs,9582
half,41561
halve,117
hammer,3149
hand,46322
handle,9250
hands,20776
handwriting,448
happen,16241
happened,13180
happens,17031
hard,41969
hardest,1248
hardness,2141
hardware,3111
harm,8582
harmed,1349
harmful,8601
harnessing,290
harsh,4978
hartley,339
harvest,10568
harvested,5072
hat,5002
hatch,9617
hatching,5240
hawaii,5744
hawk,3901
hawks,3337
hay,5862
hazardous,2462
hcl,1423
headaches,1653
heading,2983
heal,2960
heals,533
health,75285
healthier,2379
healthy,30798
hear,13754
heard,16288
hearing,10437
heart,43094
heat,52333
heated,4879
heater,1267
heating,7266
heats,1048
heavier,4180
heavy,24731
height,21243
heights,3359
held,27893
helens,441
helium,3696
heliumfilled,21
helmet,1390
help,103862
helped,13548
helpful,9585
helps,24280
hematite,440
hemisphere,6493
henri,1021
herbicides,2509
herbivore,2830
herbivores,7623
herd,7747
