Word,num_occurrences
burner,7
burning,119
burns,24
bury,5
burying,0
bus,41
buses,4
bush,1
businesses,0
busy,8
butter,12
butterflies,3
butterfly,10
button,0
buy,14
buying,1
buzzing,3
c,163
cabin,0
cacti,1
cactus,5
cajon,0
cake,4
calcium,68
calculate,82
calculated,10
calculation,1
calculator,0
california,1
call,32
called,979
calories,0
cambium,0
came,16
camera,12
camouflage,2
camp,0
camper,0
campfire,0
camping,0
campsites,0
campus,12
canada,1
cancel,2
cancer,4
cancerous,0
candle,96
candles,4
candy,1
cans,5
cantaloupe,0
canyon,0
cap,14
capable,21
capacity,32
capillaries,6
caps,7
captivity,0
capture,11
captures,1
capturing,4
car,109
carbohydrate,4
carbohydrates,23
carbon,399
carbonate,31
carbonnitrogen,0
carburetor,0
cardboard,36
cardinals,0
carefully,54
cargo,0
caribbean,0
carnivores,5
carp,3
carpet,2
carpeted,0
carpool,0
carpooling,0
carried,39
carriers,1
carries,25
carrots,0
carry,72
carrying,31
cars,15
cart,20
carton,1
cast,1
cat,6
catcher,0
catches,9
categorize,0
categorized,0
caterpillar,7
caterpillars,9
cats,2
cattle,22
cause,131
caused,88
causes,93
causing,37
cavities,3
ceiling,4
cell,386
cellcycle,0
cells,354
cellular,28
celsius,11
cementation,0
center,1
centers,0
centimeter,0
centimeters,0
central,26
centuries,4
century,2
cereals,5
certain,103
ch,0
chain,30
chains,21
challenge,4
challenged,6
chameleon,1
chameleons,0
chance,6
chances,4
change,411
changed,33
changes,209
changing,38
channels,4
chant,0
characteristic,27
characteristics,91
characterize,0
characterizes,0
charcoal,13
charge,63
charged,65
charles,4
charlie,0
chart,26
charts,1
cheaper,6
check,47
checked,6
checking,2
cheek,5
cheese,3
chemical,305
chemically,7
chemicals,47
chemist,2
cherry,0
chewing,10
chicken,8
chickens,2
child,38
children,126
chill,0
chips,5
chloride,70
chlorine,42
chlorofluorocarbons,2
chlorophyll,19
chloroplast,4
chloroplasts,6
chocolate,0
cholesterol,0
choose,34
chromatids,0
chromium,7
chromosomes,20
chronic,11
chute,0
cigarettes,0
cilia,4
circle,13
circuit,145
circuits,19
circular,71
circulation,11
circulatory,13
circumference,1
circumstance,0
circumstances,1
cities,11
citrus,3
city,10
cl,15
claim,0
claims,0
class,158
classes,15
classification,41
classifications,1
classified,28
classify,23
classmate,6
classroom,12
clastic,0
claws,1
clay,13
clean,74
cleaned,7
cleaner,8
cleaning,18
clear,34
cleared,3
clearing,6
clearly,20
cliff,5
cliffs,0
climate,49
climates,0
climb,9
climbed,2
clippings,3
clock,19
clockwise,2
close,81
closed,17
closely,18
closeness,1
closer,14
closest,2
cloth,47
cloud,6
clouds,30
cloudy,1
clues,6
clump,0
clustered,0
clusters,3
cm,138
co,9
coaccretion,0
coagulation,0
coal,103
coalburning,0
coalpowered,0
coast,3
coastal,19
coastline,3
coastlines,1
coat,11
coated,8
coating,22
code,1
coded,0
codons,0
coffee,5
coil,70
coils,8
coin,26
coins,2
cold,79
coldblooded,0
colder,9
coldest,1
collapsed,0
collapses,0
collars,0
collect,109
collected,42
collecting,13
collects,7
college,2
collide,6
collides,1
collision,15
colony,3
color,0
colored,0
colorful,0
coloring,0
colorless,0
colors,0
column,97
columns,14
comb,10
combination,41
combinations,10
combine,18
combined,15
combining,21
combustion,38
come,134
comes,76
comet,7
comets,7
comfortable,10
commensalism,0
commercial,21
commercials,0
commission,1
common,158
communicate,3
communicating,1
communication,6
communities,5
community,8
compaction,0
companies,1
company,1
compare,82
compared,41
compares,0
comparing,3
comparison,8
compass,54
compete,3
competition,11
competitors,0
complementary,0
complete,71
completed,6
completely,55
completing,5
complex,71
component,44
components,107
composed,22
composition,18
compositions,0
compost,15
composting,1
compound,51
compounds,146
compress,7
compressed,11
compressional,0
computer,5
computers,1
concentrate,1
concentrated,25
concentration,35
concentrations,4
concern,7
concerned,4
concerning,3
concerns,6
conclude,27
concluded,4
conclusion,4
conclusions,4
concrete,3
condensation,11
condense,3
condensed,1
condensing,0
condition,21
conditioner,0
conditioning,0
conditions,68
conduct,39
conducted,11
conducting,26
conduction,19
conductor,85
conducts,7
confident,0
conflict,0
conformity,2
confused,4
conjugate,0
connected,80
connective,16
consequence,2
consequences,13
conservation,63
conserve,15
conserved,4
conserves,0
conserving,2
consider,90
considerable,15
considerably,1
considered,32
considering,3
consist,14
consistent,0
consists,61
constant,58
constantly,5
constellation,12
constellations,12
construct,9
constructed,10
constructing,4
construction,17
consume,16
consumed,27
consumer,0
consumers,9
consumes,4
contact,68
contain,95
contained,8
container,16
containers,13
containing,75
contains,89
contaminate,3
contaminated,7
contaminates,1
content,16
contents,24
contest,0
continent,0
continental,0
continents,0
continually,3
continue,35
continued,9
continues,17
continuing,1
continuous,33
continuously,19
contracted,0
contracts,6
contribute,16
contributed,10
control,70
controlling,4
controls,7
convection,12
convergent,0
converging,8
convert,34
converted,51
converting,3
converts,12
cooking,29
cool,23
cooled,9
cooler,10
cooling,5
cools,12
coolseason,0
cooperative,0
cooperativeness,0
copper,212
coral,0
corals,0
cord,8
cords,9
core,6
coriolis,0
cork,33
corn,0
cornfields,0
cornu,0
corporation,0
correct,60
correctly,4
cost,14
costs,0
cotton,73
could,256
count,18
counter,0
countries,9
couple,5
course,10
cover,78
covered,89
covering,21
covers,16
cow,17
cows,7
coyote,0
coyotes,0
crack,1
cracking,0
cracks,8
crater,0
craters,1
crawls,1
cream,11
create,27
created,30
creates,15
creating,8
creative,2
creatures,7
credit,3
crew,0
cricket,8
crickets,0
criminal,0
critical,0
crop,88
crops,62
cross,13
crossbred,0
crossed,1
crosspollination,0
crumpled,1
crushed,5
crushes,0
crushing,1
crust,12
crustal,0
crystal,6
crystallike,0
crystallization,0
crystals,29
cu,10
cube,2
cubes,0
cubic,3
culture,17
cup,22
cups,15
curly,2
current,353
currents,18
curved,28
custom,0
customer,1
customers,0
cut,92
cuts,2
cutting,29
cycle,34
cycles,1
cylinder,29
cytoplasm,28
cytosine,0
daily,44
dairy,5
dam,10
damage,45
damages,4
damp,0
dams,14
dangerous,14
dangers,0
dark,43
data,39
date,5
david,5
day,103
daylight,1
days,70
daytime,1
dc,7
dcell,0
ddt,0
dead,46
dealing,7
death,3
deaths,1
debris,3
decades,1
decay,8
decaying,14
decays,0
december,26
decibels,0
decide,33
decided,16
decides,11
deciduous,0
decimating,0
decline,0
declines,0
decompose,7
decomposed,8
decomposer,0
decomposers,10
decomposing,0
decomposition,23
decorative,0
decrease,17
decreased,5
decreases,33
decreasing,19
deep,33
deeper,15
deeperrooted,0
deeprooted,0
deer,10
defense,0
defined,28
definite,29
definition,5
deflect,2
defoliation,0
deforestation,24
deforested,1
degradation,4
degrees,6
delays,0
delete,0
deliberately,3
delivers,0
delta,0
deltas,2
demand,20
demonstrate,6
demonstrated,12
demonstrates,4
demonstration,4
den,0
dennis,0
dense,12
denser,13
densities,2
density,60
department,50
depend,42
dependent,16
depends,76
deplete,1
depleted,4
depleting,0
depletion,10
deposited,13
depositing,5
deposition,5
deposits,8
depressions,2
depth,13
depths,3
derek,0
desalination,0
descendants,0
descended,1
describe,43
described,17
describes,3
describing,6
description,6
descriptions,1
desert,24
desertlike,0
design,35
designed,24
designing,1
designs,17
desirable,11
desktop,0
destroy,7
destroyed,8
destruction,7
destructive,10
detail,5
detailed,3
details,5
detect,23
detector,2
detects,1
determination,5
determine,33
determined,16
determines,8
determining,8
deters,0
detroit,0
develop,52
developed,36
developing,25
development,80
develops,17
device,36
devil,0
devils,0
dew,1
dftd,0
diagram,47
diagrams,13
dialysis,2
diameter,17
diamonds,3
diaphragm,12
die,8
died,2
diesel,10
diet,26
diets,2
difference,165
differences,47
different,803
differentiate,11
differentiation,5
differently,6
differentsized,0
differs,5
difficult,40
difficulty,7
dig,21
digested,21
digesting,3
digestion,27
digestive,33
digests,2
digging,1
dilute,74
dim,6
dimensional,0
diminishes,0
dimples,0
dinosaur,1
dinosaurs,5
dioxide,148
dip,15
direct,24
directing,2
direction,293
directions,28
directly,60
dirt,9
dirty,4
disadvantage,2
disappear,10
disappearance,1
disappeared,3
disappearing,3
disasters,1
discard,3
discontinue,0
discourage,5
discovered,39
discoveries,3
discovering,1
discovers,0
discovery,21
discuss,100
discussed,54
discussing,10
discussion,14
disease,53
diseases,86
dish,18
disinfectant,0
disinfecting,0
disinfection,0
disks,1
dispersal,9
dispersing,3
displaced,21
display,7
displays,0
disposable,6
disposal,20
dispose,2
disposing,4
disproof,0
disprove,1
disproved,1
disregarded,0
disrupted,1
disruption,0
dissecting,0
dissipate,0
dissolve,49
dissolved,76
dissolves,10
dissolving,16
distance,282
distances,43
distant,21
distilled,25
distinctive,2
distinguish,14
distinguishes,0
distracted,0
distribution,17
disturb,5
diverge,5
divergent,0
diverging,4
diverse,6
diversity,23
divide,28
divided,13
dividing,19
diving,0
division,33
dna,49
doctor,24
doctors,7
documents,0
dog,8
dogma,0
dogs,7
dogwood,0
dolphins,4
domains,0
domestic,22
dominance,0
dominant,8
dominic,0
donate,5
donated,9
done,142
door,9
doorbell,0
doppler,0
dormancy,0
dormant,0
dose,0
double,27
doubled,3
dough,10
downhill,0
downriver,0
downstream,2
downward,9
drains,15
drank,1
draw,126
drawn,30
drier,0
drift,6
drifted,0
drill,8
drink,11
drinking,31
dripped,0
drive,4
driven,5
drivers,3
driveway,0
driving,4
drop,56
droplets,22
dropped,10
drops,62
drought,7
drove,1
drug,3
drummer,0
drums,1
dry,82
dryer,0
drying,12
duck,1
due,234
dump,3
dune,0
dunes,0
duplicating,0
dust,27
dwarf,1
dwarfism,0
dwellers,0
dynamic,4
dysentery,2
eagles,0
ear,28
earlier,50
earlobe,2
earlobes,3
early,32
ears,8
earth,179
earthmoonsun,0
earthquake,23
earthquakes,19
earthsunmoon,0
earthworms,12
ease,4
easier,24
easily,70
east,21
eastern,6
eastward,0
easy,34
eat,53
eaten,21
eating,20
eats,8
eclipse,5
eclipses,0
ecological,3
ecologists,0
economic,12
ecosystem,8
ecosystems,2
edge,10
edison,3
editor,12
effect,102
effective,23
effects,74
efficiency,16
efficient,14
efficiently,3
efforts,17
egg,64
eggs,58
eggshell,0
egyptians,0
eight,19
either,77
el,0
electric,472
electrical,96
electrically,3
electricians,1
electricity,104
electrodes,11
electromagnetic,10
electron,48
electronics,0
electrons,114
element,107
elements,214
elephants,4
elevation,0
elevations,0
elevator,0
elevenyearold,0
eliminate,3
eliminated,2
eliminates,1
eliminating,1
elk,0
else,5
embryo,28
embryonic,0
embryos,3
emerge,7
emergencies,0
emission,7
emissions,0
emit,4
emitted,5
empty,32
enable,15
enabled,0
enables,17
encircles,0
encoder,0
encountering,0
encounters,0
encourages,1
end,173
endangered,11
endocrine,21
endothermic,8
ends,62
energy,565
energyproducing,0
energysaving,0
engine,10
engineer,0
engineers,0
engines,6
england,0
engulf,1
enhanced,1
enormous,5
enough,48
ensure,37
ensures,8
enter,43
entered,8
entering,14
enters,36
entire,18
entirely,8
environment,66
environmental,27
environmentally,1
environments,0
enzyme,9
enzymes,11
epidemic,0
epidermis,9
epithelial,16
equal,136
equally,10
equals,3
equation,41
equations,40
equator,7
equatorial,1
equilibrium,3
equinox,0
equipment,5
eroded,0
erodes,0
eroding,0
erosion,8
error,0
errors,5
erupted,0
eruption,0
eruptions,0
escaping,0
esophagus,0
especially,25
essential,60
established,7
establishing,1
establishment,2
estimate,10
estimated,9
estimating,1
estuaries,1
estuary,0
ethan,0
ethane,6
ethanol,25
ethanolgasoline,0
ethical,0
euglena,1
euglenas,0
eukarya,0
eukaryote,0
eukaryotic,14
europa,0
evaluate,2
evaluating,0
evaporate,5
evaporated,2
evaporates,8
evaporating,0
evaporation,44
even,201
evening,5
evenly,6
event,7
events,13
eventually,12
ever,85
evergreen,1
every,119
everyone,6
everywhere,3
evidence,8
evolution,40
evolved,29
evolving,1
exact,9
exactly,28
examination,9
examine,12
examined,3
examining,4
example,149
examples,158
excellent,6
except,12
excess,22
exchange,28
exclude,0
excluded,0
excrete,7
excretory,16
exercise,14
exercising,0
exert,17
exerted,49
exerts,33
exfoliation,0
exist,25
existed,1
existing,3
exists,13
exothermic,15
expand,4
expanded,4
expands,11
expect,6
expected,6
expel,1
expensive,6
experience,32
experienced,10
experiences,24
experiment,46
experimental,6
experimentation,0
experimenting,0
experiments,17
explain,140
explaining,4
explains,12
explanation,5
explanations,2
exploded,0
exploding,0
explore,6
exposed,27
exposure,7
expressing,2
expression,4
extensive,6
extensively,4
external,35
extinct,5
extinction,1
extinctions,0
extinguished,3
extinguisher,5
extra,8
extracted,7
extrasolar,0
extreme,14
extremely,13
extrusive,0
eye,103
eyeglass,0
eyeglasses,0
eyes,46
eyesight,3
eyespot,0
f,95
fabry,0
faces,9
facial,4
facilitate,3
facilitates,5
fact,25
factor,17
factories,11
factors,54
facts,5
fade,0
fading,0
fair,1
fairly,6
fall,79
fallen,5
falling,37
falls,46
families,8
family,28
fan,13
far,71
farm,15
farmer,7
farmers,32
farmland,1
farms,4
farther,10
farthest,5
fast,29
faster,35
fastest,7
fat,18
father,6
fatigue,0
fats,34
faucet,0
faucets,0
faulting,0
faults,0
favored,0
favorite,0
fear,0
feathers,4
feature,10
features,31
fed,5
feed,21
feeding,13
feeds,5
feel,83
feels,5
feet,20
felipe,0
fell,7
felt,14
female,77
females,6
fence,1
fern,3
fernandez,0
ferris,0
fertile,6
fertilization,0
fertilized,0
fertilizer,2
fertilizers,14
fetus,0
fever,1
fewer,5
fibers,0
fibrous,12
field,162
fields,22
fierce,0
fifth,3
figure,201
filaments,3
file,0
filings,33
fill,101
filled,47
filling,6
fills,9
filter,42
filtered,9
filterpaper,0
filtration,16
final,42
finally,24
financial,1
find,572
finding,16
findings,13
finds,7
fine,34
finger,18
fingerprints,0
finish,3
finished,2
finishing,1
fins,6
fir,0
fire,62
fires,11
fireworks,1
first,186
firstaid,0
firstlevel,0
fish,97
fisheries,3
fishing,8
fission,15
fit,20
five,56
fixation,4
fixed,67
flagellum,1
flame,81
flammable,0
flares,0
flash,4
flashlight,0
flat,9
flats,0
flattened,2
flawed,0
flew,0
flexibility,8
flexible,3
flickers,2
flies,5
flight,4
flipping,0
float,25
floating,14
floats,6
flood,5
flooded,4
flooding,0
floor,31
floors,0
florida,0
flosses,0
flossing,0
flour,9
flourish,0
flow,86
flower,61
flowering,13
flowers,49
flowing,29
flows,66
fluctuate,0
fluctuations,0
fluid,26
fluids,7
fluorescent,11
fluorine,10
fly,17
flying,10
foam,4
focused,1
focuses,1
fog,5
folded,2
folding,4
follow,16
followed,18
following,319
follows,8
food,522
foods,11
football,12
footprint,0
force,476
forces,50
forecast,1
forecasting,2
foreign,6
forest,127
forested,0
forests,56
fork,7
form,311
formation,97
formations,0
formed,185
forming,25
forms,106
formula,85
formulating,0
forth,6
forward,22
fossil,38
fossilization,0
fossilized,0
fossils,9
found,204
four,82
fourchambered,0
fourmonth,0
fox,0
fractured,3
fracturing,0
freckles,0
free,67
freely,18
freeze,1
freezer,0
freezes,1
freezing,3
frequencies,13
frequency,51
frequent,2
fresh,33
freshwater,7
friction,100
frictional,11
frictionless,2
friend,48
friendly,4
friends,73
frog,13
frogs,7
front,59
frosted,0
frozen,3
fruit,30
fruits,54
frying,6
ft,2
fuel,63
fueled,0
fuelefficient,0
fueling,0
fuels,73
full,50
fully,9
function,54
functioning,12
functions,50
fungi,26
fungus,6
funnel,16
fur,7
furniture,1
fuses,12
fusion,19
future,8
fwc,0
g,145
gabbro,0
gain,19
gained,2
gains,7
galaxies,1
galaxy,0
galilei,4
galileo,15
gallbladder,0
gallons,0
gamete,7
gametes,21
gametophyte,0
garbage,67
garcia,0
garden,13
gardens,3
gas,158
gaseous,24
gases,80
gasoline,0
gasolinefueled,0
gasolinepowered,0
gather,5
gathered,2
gauge,0
gauges,0
gave,11
gcm,0
gemini,0
gene,12
general,30
generally,72
generate,42
generated,36
generation,34
generations,11
generous,0
genes,12
genetic,17
genetically,6
genome,0
genotype,0
genotypes,0
genus,4
geode,0
geographic,1
geographical,3
geographically,0
geologic,0
geological,2
geologist,0
geologists,0
geology,0
georgia,0
geothermal,5
germination,4
get,416
gets,135
getting,62
giant,6
giants,0
gibbous,0
gill,2
gills,18
girl,22
girls,22
giselle,0
give,251
given,338
gives,103
giving,30
glacial,2
glaciation,0
glacier,1
glaciers,0
glands,40
glass,201
glasses,9
glassware,0
global,25
globe,1
glories,0
gloves,3
glowed,0
glucose,30
glue,2
glycerol,3
gml,0
go,118
goat,10
goats,5
goes,48
goggles,0
going,43
gold,35
golden,5
goldfish,0
gone,9
good,99
got,43
gradual,4
gradually,24
graduated,1
grains,46
gram,29
grams,7
granite,0
granulated,1
granules,5
grape,1
graph,98
graphs,17
grass,20
grasses,2
grasshopper,0
grassland,2
grasslands,5
grassy,0
gravel,3
gravitational,40
gravity,23
gray,0
grazing,6
great,39
greater,56
greatest,4
greatly,2
greece,0
greeks,3
green,108
greener,0
greenhouse,15
greta,0
grew,1
grilling,0
grinding,5
grocery,1
ground,89
groundwater,22
group,181
grouped,20
groups,91
grouse,0
grow,109
growing,74
grown,37
grows,24
growth,107
guanine,0
guess,26
guide,7
guinea,0
gulf,0
gull,0
gum,4
gymnasium,0
h,120
habit,0
habitat,24
habitats,24
habits,5
hail,7
hailstorm,0
hair,65
hairs,5
half,59
halve,0
hammer,13
hand,90
handle,21
hands,38
handwriting,0
happen,61
happened,14
happens,124
hard,65
hardest,3
hardness,10
hardware,0
harm,15
harmed,1
harmful,60
harnessing,3
harsh,3
hartley,0
harvest,3
harvested,7
hat,3
hatch,5
hatching,1
hawaii,0
hawk,0
hawks,0
hay,1
hazardous,1
hcl,21
headaches,0
heading,2
heal,1
heals,0
health,53
healthier,1
healthy,33
hear,65
heard,48
hearing,24
heart,57
heat,239
heated,38
heater,15
heating,85
heats,2
heavier,16
heavy,44
height,103
heights,9
held,18
helens,0
helium,11
heliumfilled,0
helmet,0
help,233
helped,12
helpful,8
helps,89
hematite,0
hemisphere,1
henri,0
herbicides,0
herbivore,1
herbivores,8
herd,2
heredity,15
herring,0
heterotroph,0
heterotrophs,9
heterozygous,0
hibernate,0
hibernation,0
hidden,7
hide,6
high,124
higher,102
highest,18
highly,45
highpressure,0
hill,3
hills,1
hillside,0
himalayas,6
hind,1
hire,0
history,18
hit,18
hitting,4
hold,108
holding,26
holds,6
hole,23
holes,16
hollow,13
home,53
homeostasis,0
homes,12
homework,0
homologous,18
homozygous,0
horizontal,17
horizontally,6
hormone,30
horse,5
horses,2
horseshoe,1
hospitals,3
hot,129
hotter,9
hottest,2
hour,17
hourly,0
hours,28
house,29
household,10
houseplant,0
houses,12
however,0
human,241
humans,40
humid,8
humidity,9
humus,24
hundred,10
hungry,2
hunt,1
hunted,0
hunting,3
hunts,1
hurricane,5
hurricanes,0
hybrid,0
hydraulic,0
hydroelectric,0
hydroelectricity,0
hydrogen,153
hydropower,1
hydrosphere,1
hydroxide,57
hypotheses,0
hypothesis,1
hypothesized,0
hypothesizes,0
hzn,0
ice,37
iced,1
idea,44
ideas,16
identical,18
identification,2
identified,12
identify,77
igneous,0
ignited,1
ill,4
illness,2
illuminating,0
illustrated,13
illustrates,2
image,286
images,54
imbalance,0
immediately,20
immune,15
immunity,0
immunodeficiencies,0
impact,16
impacts,0
implement,5
importance,28
important,145
importation,0
impossible,3
improve,15
improved,8
improves,5
improving,6
impulse,8
impulses,12
impurities,25
inability,0
incandescent,2
incisions,0
incline,0
include,66
included,5
includes,18
including,40
incomplete,5
inconsistent,0
increase,86
increased,31
increases,56
increasing,72
indefinite,1
independent,16
india,94
indicate,31
indicated,17
indicates,34
indication,4
indicator,25
individual,68
individuals,42
indoor,0
industrial,32
industries,27
industry,11
inertia,9
inexhaustible,1
inexpensive,0
infected,15
infecting,6
infection,17
infectious,35
inference,4
inferred,1
infiltration,2
inflate,5
influence,11
influenced,1
influences,0
inform,2
information,80
informed,2
infrared,0
ingredients,16
inhabit,1
inhabitant,0
inhabited,1
inhale,11
inherit,3
inheritance,19
inherited,16
initial,48
initially,5
injuries,2
inland,4
inner,41
inorganic,10
input,9
inquiring,0
inquiry,2
insect,17
insecticide,0
insecticides,2
insects,26
insert,19
inside,164
insoluble,15
instead,48
instructions,1
instruments,14
insulated,8
insulation,8
insulator,4
insulin,5
integumentary,0
intelligence,0
intelligent,3
intended,0
intense,3
intensified,0
intensifies,0
interact,7
interacted,0
interaction,14
interbreed,0
interfere,1
interference,0
interior,5
internal,22
internet,6
interpret,3
interrupts,0
intervals,23
interviews,0
intestine,38
intestines,1
introduce,6
introduced,10
introduction,5
intrusive,0
invading,1
invalid,0
invasion,1
invasive,0
invented,4
invention,6
invertebrate,1
invertebrates,1
investigate,9
investigated,1
investigates,0
investigating,3
investigation,0
investigations,3
involve,18
iodine,33
ion,25
irene,0
iron,263
irregular,11
irregularly,1
island,1
islands,3
isotope,6
isotopes,21
issued,3
issues,11
item,15
items,82
ivy,0
j,29
jackrabbit,0
jake,0
janitor,0
january,16
jar,19
jars,5
jaws,0
jefferson,0
jenny,0
jeremy,0
jerry,0
jet,3
jetfueled,0
jetpowered,0
jewelry,0
jo,0
jobs,0
jog,0
john,5
join,26
joining,12
jordan,0
joshua,0
joules,0
journal,2
juice,39
july,5
jump,6
jumping,1
june,6
jupiter,14
k,47
kangaroo,0
kangaroos,1
kcl,2
kclo,0
keen,6
keep,157
keeps,29
kentucky,0
kept,67
kernels,0
keys,0
kg,107
kicked,0
kicks,3
kidney,16
kidneys,15
kids,0
kill,25
killed,3
kills,8
kilogram,9
kilometer,0
kilometers,0
kilowatts,1
kind,102
kinds,73
kinetic,53
kingdom,4
kira,0
kit,1
