Word,num_occurrences
bass,7213
batter,689
batteries,160
battery,7873
batterypowered,11
bay,33390
bb,475
beach,14843
beads,408
beaker,225
beakers,1
beams,57
bear,9029
bears,543
beating,107
beautiful,42202
beavers,210
became,1531
become,3530
becomes,1659
becoming,904
bed,11728
bedroom,3678
bees,117
began,166
begging,24
begin,209
beginning,719
begins,116
behaves,36
behavior,2578
behavioral,1149
behaviors,32
believe,269
believed,354
believes,69
belonged,2
belt,6435
belts,40
ben,1511
bend,1779
beneath,851
beneficial,3687
benefit,2349
benefited,0
benefits,359
bernice,2
beryllium,180
best,46962
betacarotene,5
betsy,7
better,158344
biased,179
bicycle,2644
bicyclists,0
big,54265
bigger,16772
bike,7213
bikes,129
bile,7513
bill,8979
billions,3
bills,92
bin,2175
bind,187
binding,712
biodiversity,140
biofuel,58
biogas,18
biological,3000
biologist,1362
biology,2008
bioluminescence,31
biomass,954
biomes,1
biomolecule,0
biosphere,192
biotechnology,142
bird,21315
birds,1797
birth,5014
bison,621
bites,82
black,79659
blackandwhite,152
bladder,1617
blanket,1988
blend,519
blender,755
blindness,164
blink,1060
block,10425
blocks,154
blog,3623
blood,30325
bloodstream,7180
bloom,1456
blooms,69
blow,4775
blowing,1234
blows,58
blue,71633
board,17084
boards,178
boat,9171
boats,201
bodies,443
body,112575
boil,238
boiling,246
boils,19
bolt,2961
bond,8574
bonds,90
bone,134310
bones,462
bonfire,23
book,35322
books,1531
boots,212
born,1709
boron,326
boston,1656
bottle,5374
bottled,1153
bottles,57
bottom,7927
boulder,796
boulders,9
bounce,235
bounces,17
boundaries,47
boundary,3987
bowl,5286
bowling,868
bowlshaped,53
box,20728
boy,26806
br,113
brackish,276
brain,30012
brakes,162
braking,173
branch,7312
branches,487
brand,9717
brands,220
brazilians,6
bread,5390
breads,32
break,6128
breakdown,301
breaking,329
breaks,162
breath,1755
breathe,43
breathes,3
breathing,694
breed,1327
breeding,651
brianna,22
brick,4002
bridge,20493
bridges,105
bright,15073
brightly,122
brightness,445
bring,141
brings,97
brittle,1593
broader,1520
broke,83
broken,294
bromide,378
bromine,198
broom,994
brothers,251
brought,171
brown,29355
brush,4128
brushing,52
bubbles,48
bubbling,39
bucket,1651
buds,65
build,4372
building,19916
buildings,428
builds,72
buildup,477
built,1009
buisson,0
bulb,4298
bulbs,343
bulldozer,143
bulletproof,124
bumped,3
bundle,9053
bundles,21
bunsen,37
buoyancy,70
buoyant,740
burial,793
buried,84
burn,1030
burned,128
burner,2190
burning,980
burns,216
bury,31
burying,59
bus,9447
buses,49
bush,11745
businesses,347
busy,4873
butter,3648
butterflies,105
butterfly,4355
button,9475
buy,2070
buying,778
buzzing,9
c,3467
cabin,3572
cacti,71
cactus,1329
cajon,1
cake,4774
calcium,2644
calculate,79
calculated,137
calculation,552
calculator,1608
california,4264
call,14250
called,474
calories,70
cambium,30
came,296
camera,10504
camouflage,654
camp,8814
camper,920
campfire,672
camping,1049
campsites,1
campus,4502
canada,3165
cancel,39
cancer,5052
cancerous,228
candle,4134
candles,671
candy,3877
cans,24
cantaloupe,87
canyon,2653
cap,7129
capable,4546
capacity,8326
capillaries,16
caps,159
captivity,75
capture,2529
captures,9
capturing,31
car,33463
carbohydrate,1127
carbohydrates,98
carbon,5908
carbonate,725
carbonnitrogen,0
carburetor,382
cardboard,1180
cardinals,21
carefully,83
cargo,3316
caribbean,848
carnivores,5
carp,2098
carpet,5706
carpeted,51
carpool,26
carpooling,4
carried,225
carriers,111
carries,216
carrots,25
carry,667
carrying,658
cars,777
cart,2940
carton,617
cast,4313
cat,14727
catcher,1977
catches,21
categorize,6
categorized,39
caterpillar,1570
caterpillars,23
cats,444
cattle,2757
cause,6252
caused,780
causes,622
causing,311
cavities,56
ceiling,3863
cell,180676
cellcycle,0
cells,925
cellular,2231
celsius,65
cementation,3
center,37464
centers,90
centimeter,135
centimeters,25
central,27062
centuries,136
century,1847
cereals,34
certain,11243
ch,61
chain,8663
chains,132
challenge,915
challenged,14
chameleon,2163
chameleons,12
chance,3379
chances,19
change,19507
changed,112
changes,541
changing,169
channels,135
chant,68
characteristic,2616
characteristics,211
characterize,18
characterizes,4
charcoal,2581
charge,9879
charged,132
charles,671
charlie,135
chart,4679
charts,130
cheaper,20560
check,9751
checked,5
checking,151
cheek,22966
cheese,4242
chemical,9214
chemically,75
chemicals,212
chemist,1514
cherry,3947
chewing,150
chicken,9390
chickens,35
child,19678
children,1202
chill,872
chips,236
chloride,990
chlorine,1073
chlorofluorocarbons,1
chlorophyll,266
chloroplast,116
chloroplasts,2
chocolate,7226
cholesterol,1378
choose,135
chromatids,2
chromium,471
chromosomes,55
chronic,2040
chute,342
cigarettes,93
cilia,11
circle,15986
circuit,6399
circuits,61
circular,2978
circulation,1776
circulatory,7196
circumference,332
circumstance,334
circumstances,174
cities,420
citrus,1871
city,32209
cl,115
claim,2376
claims,400
class,11485
classes,218
classification,861
classifications,508
classified,463
classify,41
classmate,134
classroom,4190
clastic,33
claws,95
clay,3513
clean,25031
cleaned,24
cleaner,7022
cleaning,2410
clear,36002
cleared,6
clearing,1018
clearly,988
cliff,2424
cliffs,106
climate,2012
climates,39
climb,1229
climbed,13
clippings,1
clock,6826
clockwise,34
close,9316
closed,1610
closely,294
closeness,32
closer,2479
closest,44
cloth,4342
cloud,4040
clouds,232
cloudy,988
clues,20
clump,63
clustered,250
clusters,581
cm,227
co,915
coaccretion,0
coagulation,339
coal,5123
coalburning,3
coalpowered,0
coast,7988
coastal,2995
coastline,746
coastlines,1
coat,6345
coated,722
coating,2895
code,6297
coded,297
codons,0
coffee,9240
coil,2300
coils,31
coin,1836
coins,228
cold,25714
coldblooded,10
colder,1409
coldest,9
collapsed,32
collapses,2
collars,11
collect,144
collected,123
collecting,199
collects,57
college,13473
collide,2
collides,2
collision,536
colony,2145
color,175212
colored,1963
colorful,9070
coloring,3253
colorless,1189
colors,872
column,5516
columns,126
comb,944
combination,1283
combinations,54
combine,2655
combined,181
combining,118
combustion,1468
come,13752
comes,214
comet,626
comets,8
comfortable,10893
commensalism,1
commercial,21901
commercials,21
commission,971
common,101729
communicate,32
communicating,11063
communication,4995
communities,334
community,20874
compaction,32
companies,623
company,12366
compare,209
compared,10
compares,8
comparing,56
comparison,1346
compass,1198
compete,150
competition,2945
competitors,44
complementary,638
complete,49451
completed,177
completely,192
completing,11
complex,45025
component,11028
components,324
composed,207
composition,3363
compositions,26
compost,720
composting,81
compound,4427
compounds,227
compress,418
compressed,609
compressional,21
computer,27315
computers,369
concentrate,897
concentrated,1120
concentration,1862
concentrations,23
concern,845
concerned,1357
concerning,103
concerns,104
conclude,24
concluded,4
conclusion,855
conclusions,22
concrete,6412
condensation,482
condense,41
condensed,148
condensing,52
condition,3727
conditioner,1065
conditioning,409
conditions,638
conduct,448
conducted,84
conducting,111
conduction,631
conductor,1674
conducts,67
confident,2000
conflict,1084
conformity,155
confused,97
conjugate,350
connected,323
connective,834
consequence,2370
consequences,125
conservation,979
conserve,93
conserved,230
conserves,9
conserving,14
consider,214
considerable,4989
considerably,5080
considered,3961
considering,30
consist,9
consistent,10026
consists,135
constant,4044
constantly,103
constellation,646
constellations,7
construct,134
constructed,90
constructing,23
construction,10766
consume,49
consumed,21
consumer,5327
consumers,55
consumes,21
contact,7042
contain,374
contained,404
container,4545
containers,62
containing,1209
contains,794
contaminate,29
contaminated,511
contaminates,4
content,12366
contents,370
contest,536
continent,1042
continental,1341
continents,19
continually,30
continue,207
continued,207
continues,102
continuing,142
continuous,2314
continuously,48
contracted,14
contracts,102
contribute,47
contributed,79
control,29156
controlling,211
controls,377
convection,870
convergent,117
converging,28
convert,968
converted,82
converting,103
converts,77
cooking,1651
cool,16006
cooled,109
cooler,4725
cooling,2804
cools,15
coolseason,0
cooperative,973
cooperativeness,4
copper,6404
coral,11523
corals,49
cord,10924
cords,59
core,6989
coriolis,16
cork,1334
corn,5259
cornfields,3
cornu,11
corporation,5738
correct,3581
correctly,88
cost,11562
costs,218
cotton,10409
could,4074
count,3379
counter,6873
countries,591
couple,4593
course,18340
cover,14824
covered,497
covering,4365
covers,352
cow,5904
cows,85
coyote,1936
coyotes,0
crack,3541
cracking,35
cracks,51
crater,748
craters,5
crawls,4
cream,7172
create,416
created,558
creates,95
creating,139
creative,8668
creatures,153
credit,7006
crew,1397
cricket,4233
crickets,11
criminal,4091
critical,20890
crop,2817
crops,121
cross,17012
crossbred,32
crossed,101
crosspollination,2
crumpled,8
crushed,187
crushes,3
crushing,83
crust,1236
crustal,107
crystal,7755
crystallike,0
crystallization,216
crystals,220
cu,67
cube,831
cubes,27
cubic,1228
culture,9628
cup,6530
cups,80
curly,1185
current,43650
currents,90
curved,334
custom,24860
customer,7540
customers,385
cut,10557
cuts,245
cutting,1063
cycle,7671
cycles,53
cylinder,2281
cytoplasm,17056
cytosine,60
daily,15169
dairy,2380
dam,2333
damage,1591
damages,281
damp,822
dams,21
dangerous,14763
dangers,26
dark,17141
data,12897
date,7719
david,895
day,14752
daylight,903
days,1106
daytime,641
dc,1268
dcell,0
ddt,150
dead,14549
dealing,209
death,10360
deaths,59
debris,875
decades,16
decay,1491
decaying,68
decays,7
december,516
decibels,3
decide,55
decided,7
decides,1
deciduous,1087
decimating,0
decline,2048
declines,12
decompose,5
decomposed,22
decomposer,4
decomposers,0
decomposing,16
decomposition,838
decorative,1889
decrease,1825
decreased,21
decreases,39
decreasing,70
deep,18763
deeper,2874
deeperrooted,0
deeprooted,33
deer,5734
defense,7524
defined,252
definite,710
definition,1330
deflect,1
defoliation,83
deforestation,68
deforested,1
degradation,217
degrees,208
delays,29
delete,155
deliberately,101
delivers,100
delta,1821
deltas,0
demand,8903
demonstrate,31
demonstrated,55
demonstrates,11
demonstration,398
den,2315
dennis,41
dense,4854
denser,510
densities,6
density,2292
department,9385
depend,12
dependent,11342
depends,41
deplete,46
depleted,64
depleting,2
depletion,133
deposited,70
depositing,12
deposition,902
deposits,124
depressions,6
depth,3291
depths,19
derek,57
desalination,146
descendants,37
descended,47
describe,68
described,102
describes,36
describing,86
description,1231
descriptions,47
desert,4245
desertlike,0
design,32102
designed,1314
designing,54
designs,533
desirable,3385
desktop,6897
destroy,116
destroyed,89
destruction,537
destructive,4380
detail,1213
detailed,2315
details,288
detect,131
detector,2687
detects,42
determination,235
determine,182
determined,133
determines,41
determining,72
deters,1
detroit,491
develop,418
developed,1312
developing,349
development,22649
develops,132
device,14544
devil,3763
devils,1130
dew,572
dftd,0
diagram,1934
diagrams,14
dialysis,181
diameter,1528
diamonds,442
diaphragm,7693
die,3839
died,247
diesel,5056
diet,7646
diets,106
difference,2190
differences,82
different,91355
differentiate,1
differentiation,954
differently,51
differentsized,0
differs,20
difficult,15984
difficulty,444
dig,842
digested,7
digesting,9
digestion,542
digestive,22025
digests,7
digging,73
dilute,602
dim,408
dimensional,1033
diminishes,5
dimples,2
dinosaur,1611
dinosaurs,98
dioxide,1219
dip,1824
direct,40363
directing,39
direction,6980
directions,356
directly,216
dirt,2990
dirty,10516
disadvantage,208
disappear,14
disappearance,45
disappeared,23
disappearing,54
disasters,207
discard,287
discontinue,3
discourage,7
discovered,349
discoveries,55
discovering,20
discovers,7
discovery,727
discuss,59
discussed,21
discussing,14
discussion,2924
disease,3569
diseases,318
dish,5268
disinfectant,366
disinfecting,17
disinfection,59
disks,81
dispersal,78
dispersing,14
displaced,630
display,10658
displays,116
disposable,2095
disposal,1677
dispose,10
disposing,27
disproof,7
disprove,0
disproved,7
disregarded,2
disrupted,4
disruption,83
dissecting,17
dissipate,14
dissolve,54
dissolved,126
dissolves,13
dissolving,39
distance,7156
distances,78
distant,1544
distilled,212
distinctive,1060
distinguish,43
distinguishes,3
distracted,0
distribution,2482
disturb,15
diverge,11
divergent,740
diverging,17
diverse,2432
diversity,643
divide,1098
divided,320
dividing,192
diving,1882
division,1804
dna,4202
doctor,8876
doctors,121
documents,250
dog,24459
dogma,182
dogs,539
dogwood,343
dolphins,72
domains,114
domestic,23565
dominance,829
dominant,7007
dominic,17
donate,43
donated,28
done,827
door,14939
doorbell,152
doppler,195
dormancy,17
dormant,994
dose,4192
double,16681
doubled,15
dough,1132
downhill,652
downriver,3
downstream,525
downward,640
drains,53
drank,17
draw,2883
drawn,155
drier,430
drift,1232
drifted,0
drill,3327
drink,4761
drinking,3509
dripped,3
drive,15364
driven,321
drivers,316
driveway,790
driving,1726
drop,5767
droplets,10
dropped,89
drops,175
drought,216
drove,417
drug,18867
drummer,870
drums,67
dry,23959
dryer,1235
drying,519
duck,6635
due,2752
dump,1644
dune,1059
dunes,63
duplicating,12
dust,3529
dwarf,4107
dwarfism,10
dwellers,0
dynamic,5272
dysentery,46
eagles,273
ear,26992
earlier,3668
earlobe,62
earlobes,0
early,8817
ears,652
earth,6768
earthmoonsun,0
earthquake,1489
earthquakes,47
earthsunmoon,0
earthworms,8
ease,129
easier,7253
easily,376
east,9269
eastern,10221
eastward,99
easy,51330
eat,298
eaten,191
eating,2340
eats,147
eclipse,426
eclipses,3
ecological,1088
ecologists,1
economic,9245
ecosystem,399
ecosystems,23
edge,8570
edison,92
editor,7116
effect,15647
effective,75939
effects,1844
efficiency,2159
efficient,29895
efficiently,30
efforts,91
egg,5487
eggs,280
eggshell,160
egyptians,17
eight,3493
either,1073
el,332
electric,20300
electrical,5978
electrically,32
electricians,2
electricity,3415
electrodes,35
electromagnetic,977
electron,2455
electronics,944
electrons,120
element,11895
elements,620
elephants,57
elevation,1607
elevations,15
elevator,1690
elevenyearold,0
eliminate,42
eliminated,12
eliminates,17
eliminating,9
elk,834
else,312
embryo,819
embryonic,640
embryos,17
emerge,118
emergencies,18
emission,4062
emissions,369
emit,75
emitted,53
empty,5282
enable,89
enabled,31
enables,71
encircles,6
encoder,90
encountering,3
encounters,52
encourages,20
end,28811
endangered,48
endocrine,14604
endothermic,31
ends,432
energy,19098
energyproducing,5
energysaving,0
engine,14443
engineer,9865
engineers,136
engines,156
england,5775
engulf,12
enhanced,146
enormous,1945
enough,2746
ensure,30
ensures,13
enter,178
entered,91
entering,76
enters,77
entire,7701
entirely,127
environment,14573
environmental,6319
environmentally,153
environments,96
enzyme,2014
enzymes,81
epidemic,262
epidermis,7158
epithelial,11632
equal,11222
equally,87
equals,59
equation,386
equations,41
equator,337
equatorial,651
equilibrium,1550
equinox,156
equipment,13611
eroded,10
erodes,0
eroding,2
erosion,1070
error,2828
errors,127
erupted,28
eruption,194
eruptions,18
escaping,21
esophagus,7204
especially,3591
essential,6402
established,348
establishing,39
establishment,2442
estimate,2146
estimated,229
estimating,26
estuaries,15
estuary,431
ethan,13
ethane,43
ethanol,1519
ethanolgasoline,0
ethical,1284
euglena,56
euglenas,0
eukarya,0
eukaryote,132
eukaryotic,283
europa,69
evaluate,23
evaluating,10
evaporate,37
evaporated,54
evaporates,21
evaporating,21
evaporation,463
even,35092
evening,2106
evenly,37
event,18191
events,1446
eventually,225
ever,394
evergreen,1971
every,3294
everyone,86
everywhere,106
evidence,1788
evolution,3171
evolved,60
evolving,71
exact,1524
exactly,133
examination,785
examine,32
examined,9
examining,69
example,5297
examples,87
excellent,3273
except,229
excess,2400
exchange,7806
exclude,39
excluded,32
excrete,3
excretory,102
exercise,3468
exercising,32
exert,16
exerted,29
exerts,12
exfoliation,144
exist,940
existed,28
existing,773
exists,78
exothermic,40
expand,129
expanded,61
expands,49
expect,407
expected,735
expel,12
expensive,103115
experience,4301
experienced,975
experiences,174
experiment,531
experimental,2354
experimentation,99
experimenting,3
experiments,54
explain,86
explaining,19
explains,33
explanation,749
explanations,7
exploded,21
exploding,36
explore,36
exposed,482
exposure,5904
expressing,103
expression,6231
extensive,4978
extensively,58
external,5935
extinct,426
extinction,674
extinctions,0
extinguished,11
extinguisher,271
extra,9337
extracted,68
extrasolar,26
extreme,5162
extremely,390
extrusive,18
eye,46290
eyeglass,1176
eyeglasses,51
eyes,1183
eyesight,76
eyespot,57
f,902
fabry,0
faces,350
facial,37765
facilitate,35
facilitates,18
fact,7828
factor,4797
factories,9
factors,409
facts,604
fade,194
fading,65
fair,17042
fairly,153
fall,8543
fallen,125
falling,244
falls,814
families,348
family,19862
fan,11229
far,33966
farm,12229
farmer,4175
farmers,222
farmland,448
farms,126
farther,1426
farthest,148
fast,51630
faster,11576
fastest,102
fat,28706
father,7549
fatigue,282
fats,174
faucet,795
faucets,11
faulting,76
faults,24
favored,311
favorite,6281
fear,1429
feathers,117
feature,31221
features,1037
fed,1089
feed,5339
feeding,2227
feeds,176
feel,5528
feels,705
feet,1882
felipe,2
fell,141
felt,2240
female,25075
females,136
fence,3934
fern,5018
fernandez,2
ferris,37
fertile,2679
fertilization,82
fertilized,27
fertilizer,1278
fertilizers,22
fetus,712
fever,827
fewer,778
fibers,286
fibrous,11478
field,24718
fields,488
fierce,677
fifth,1821
figure,19104
filaments,43
file,26688
filings,7
fill,2686
filled,467
filling,1920
fills,33
filter,8072
filtered,164
filterpaper,0
filtration,1110
final,3505
finally,201
financial,6317
find,1247
finding,530
findings,109
finds,162
fine,10862
finger,11895
fingerprints,12
finish,7486
finished,336
finishing,340
fins,128
fir,1551
fire,15809
fires,124
fireworks,133
first,147851
firstaid,12
firstlevel,0
fish,22446
fisheries,120
fishing,3551
fission,592
fit,17384
five,8159
fixation,664
fixed,1690
flagellum,888
flame,3273
flammable,762
flares,9
flash,4513
flashlight,1328
flat,11804
flats,102
flattened,146
flawed,207
flew,27
flexibility,289
flexible,13458
flickers,4
flies,162
flight,10230
flipping,32
float,1789
floating,814
floats,23
flood,2580
flooded,60
flooding,146
floor,14431
floors,73
florida,3862
flosses,0
flossing,5
flour,2721
flourish,380
flow,11871
flower,10069
flowering,1163
flowers,6078
flowing,111
flows,458
fluctuate,4
fluctuations,20
fluid,16466
fluids,108
fluorescent,2606
fluorine,164
fly,10771
flying,5155
foam,3991
focused,186
focuses,23
fog,1346
folded,224
folding,335
follow,240
followed,499
following,410
follows,101
food,33064
foods,833
football,10198
footprint,212
force,16370
forces,958
forecast,1578
forecasting,236
foreign,12066
forest,7819
forested,71
forests,149
fork,2354
form,23219
formation,3639
formations,27
formed,775
forming,461
forms,949
formula,1387
formulating,16
forth,155
forward,3048
fossil,2170
fossilization,8
fossilized,17
fossils,23
found,2630
four,10463
fourchambered,0
fourmonth,0
fox,8009
fractured,38
fracturing,6
freckles,2
free,208359
freely,96
freeze,1359
freezer,1277
freezes,10
freezing,707
frequencies,84
frequency,3477
frequent,6967
fresh,24802
freshwater,2872
friction,1314
frictional,87
frictionless,17
friend,6940
friendly,7713
friends,1180
frog,8203
frogs,112
front,20177
frosted,534
frozen,446
fruit,10227
fruits,624
frying,218
ft,213
fuel,10612
fueled,19
fuelefficient,0
fueling,26
fuels,103
full,75817
fully,315
function,3144
functioning,277
functions,330
fungi,555
fungus,2229
funnel,551
fur,3676
furniture,9904
fuses,15
fusion,2682
future,18809
fwc,0
g,1054
gabbro,35
gain,2280
gained,93
gains,99
galaxies,36
galaxy,900
galilei,3
galileo,103
gallbladder,10146
gallons,14
gamete,107
gametes,37
gametophyte,64
garbage,2381
garcia,9
garden,13670
gardens,271
gas,18424
gaseous,826
gases,237
gasoline,3747
gasolinefueled,0
gasolinepowered,0
gather,612
gathered,97
gauge,3127
gauges,21
gave,180
gcm,12
gemini,635
gene,1944
general,108421
generally,13231
generate,226
generated,118
generation,7675
generations,102
generous,3209
genes,111
genetic,2620
genetically,237
genome,420
genotype,194
genotypes,0
genus,21629
geode,91
geographic,1095
geographical,954
geographically,40
geologic,413
geological,560
geologist,1265
geologists,2
geology,201
georgia,605
geothermal,360
germination,237
get,1743
gets,896
getting,386
giant,10982
giants,46
gibbous,11
gill,490
gills,107
girl,34500
girls,4804
giselle,3
give,846
given,793
gives,442
giving,503
glacial,512
glaciation,87
glacier,973
glaciers,13
glands,145
glass,19186
glasses,127
glassware,449
global,4928
globe,1916
glories,3
gloves,98
glowed,0
glucose,1255
glue,1468
glycerol,178
gml,4
go,1481
goat,4350
goats,130
goes,850
goggles,94
going,1702
gold,20046
golden,16372
goldfish,484
gone,49
good,363682
got,399
gradual,953
gradually,86
graduated,114
grains,182
gram,384
grams,54
granite,1966
granulated,112
granules,24
grape,2631
graph,642
graphs,16
grass,8375
grasses,182
grasshopper,1586
grassland,589
grasslands,43
grassy,460
gravel,1037
gravitational,587
gravity,1991
gray,5159
grazing,932
great,76582
greater,32443
greatest,9883
greatly,107
greece,992
greeks,59
green,35772
greener,458
greenhouse,1907
greta,7
grew,205
grilling,140
grinding,306
grocery,2413
ground,13525
groundwater,348
group,41703
grouped,20
groups,732
grouse,2849
grow,1403
growing,612
grown,1138
grows,343
growth,15258
guanine,127
guess,943
guide,8829
guinea,2408
gulf,2561
gull,1536
gum,13971
gymnasium,438
h,726
habit,2948
habitat,3040
habitats,80
habits,95
hail,464
hailstorm,47
hair,14170
hairs,154
half,5231
halve,0
hammer,1714
hand,30655
handle,4680
hands,1017
handwriting,208
happen,96
happened,31
happens,84
hard,30118
hardest,22
hardness,181
hardware,7471
harm,1358
harmed,2
harmful,4714
harnessing,3
harsh,2059
hartley,19
harvest,3023
harvested,71
hat,6777
hatch,882
hatching,139
hawaii,374
hawk,5800
hawks,45
hay,1554
hazardous,3049
hcl,28
headaches,1
heading,1361
heal,107
heals,21
health,11767
healthier,2304
healthy,11437
hear,143
heard,123
hearing,13554
heart,25069
heat,8002
heated,191
heater,2407
heating,3559
heats,21
heavier,4469
heavy,40471
height,1613
heights,210
held,394
helens,6
helium,866
heliumfilled,0
helmet,2360
help,6754
helped,113
helpful,4203
helps,247
hematite,282
hemisphere,22995
henri,32
herbicides,5
herbivore,360
herbivores,0
herd,202
heredity,142
herring,1674
heterotroph,28
heterotrophs,0
heterozygous,122
hibernate,22
hibernation,30
hidden,938
hide,1408
high,103613
higher,42043
highest,526
highly,650
highpressure,0
hill,8813
hills,1034
hillside,615
himalayas,58
hind,1752
hire,1452
history,4262
hit,6355
hitting,201
hold,5402
holding,842
holds,452
hole,8178
holes,239
hollow,2767
home,44970
homeostasis,4
homes,792
homework,251
homologous,81
homozygous,147
horizontal,6094
horizontally,38
hormone,2267
horse,17028
horses,599
horseshoe,2080
hospitals,76
hot,65714
hotter,2003
hottest,48
hour,2724
hourly,451
hours,335
house,38453
household,3015
houseplant,161
houses,411
however,3273
human,22965
humans,337
humid,732
humidity,368
humus,121
hundred,1902
hungry,812
hunt,452
hunted,592
hunting,2325
hunts,29
hurricane,1737
hurricanes,29
hybrid,2966
hydraulic,1098
hydroelectric,258
hydroelectricity,29
hydrogen,3893
hydropower,54
hydrosphere,28
hydroxide,275
hypotheses,10
hypothesis,362
hypothesized,8
hypothesizes,0
hzn,0
ice,10118
iced,264
idea,3111
ideas,789
identical,5642
identification,807
identified,176
identify,101
igneous,203
ignited,15
ill,1194
illness,716
illuminating,90
illustrated,341
illustrates,1
image,20735
images,844
imbalance,39
immediately,162
immune,4815
immunity,272
immunodeficiencies,0
impact,7074
impacts,35
implement,756
importance,228
important,128059
importation,238
impossible,2754
improve,189
improved,132
improves,51
improving,51
impulse,358
impulses,57
impurities,40
inability,126
incandescent,1225
incisions,11
incline,316
include,656
included,472
includes,1046
including,1522
incomplete,3384
inconsistent,1678
increase,8409
increased,208
increases,204
increasing,308
indefinite,485
independent,25654
india,1273
indicate,223
indicated,78
indicates,175
indication,136
indicator,3571
individual,12146
individuals,197
indoor,3168
industrial,7664
industries,389
industry,5151
inertia,482
inexhaustible,48
inexpensive,2498
infected,340
infecting,5
infection,4265
infectious,1076
inference,248
inferred,32
infiltration,528
inflate,12
influence,4335
influenced,118
influences,65
inform,75
information,12666
informed,371
infrared,1624
ingredients,258
inhabit,24
inhabitant,1133
